Name,Version,Publisher,Suite Name,Suite Version,EOL Date,EOL Details
MUSE-AFSERS 10.0.3,10.0.3.448,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE/Connect,2.0.2.511,,,,Not Researched,Information not available for individual software or unlisted suites.
NGTS_3.2.3_Final Build 3630 win64,3.2.3_Final.3630,,,,Not Researched,Information not available for individual software or unlisted suites.
PacificWorldMap,,,,,Not Researched,Information not available for individual software or unlisted suites.
Realtek Audio COM Componenets,1.0.2,,,,Not Researched,Information not available for individual software or unlisted suites.
Realtek Ethernet Controller Driver,10.36.701.2019,,,,Not Researched,Information not available for individual software or unlisted suites.
SIMDIS,NRL_JAARDS_v10.0_SR8_win64_vc-14.2,,,,Not Researched,Information not available for individual software or unlisted suites.
TacViewRasterMap2011,,,,,Not Researched,Information not available for individual software or unlisted suites.
Trellix Endpoint Security Adaptive Threat Protection,10.7.0,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
Trellix Endpoint Security Firewall,10.7.0,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
Trellix Endpoint Security Threat Prevention,10.7.0,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
Trellix Policy Auditor Agent,6.5.4.371,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
ViPRS,3.3.0.151,,,,Not Researched,Information not available for individual software or unlisted suites.
Windows Driver Package - Vertiv (moufiltr) Mouse (10/05/2021 6.1.7600.16385),10/05/2021 6.1.7600.16385,,,,Not Researched,Information not available for individual software or unlisted suites.
WinSCP ,6.1.1,,,,Not Researched,Information not available for individual software or unlisted suites.
WorldMap2009,,,,,Not Researched,Information not available for individual software or unlisted suites.
7-Zip 19.00 (x64),19,,,,Not Researched,Information not available for individual software or unlisted suites.
7-Zip 24.08 (x64 edition),24.08.00.0,,,,Not Researched,Information not available for individual software or unlisted suites.
90meter Smartcard Manager Plus 1.6.35-S,1.6.35,,,,Not Researched,Information not available for individual software or unlisted suites.
Anaconda3 2020.11 (Python 3.8.5 64-bit),2020.11,,,,Not Researched,Information not available for individual software or unlisted suites.
ArcGIS Pro,3.0.36056,,,,Not Researched,Information not available for individual software or unlisted suites.
Axway Desktop Validator,5.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Cisco AnyConnect Secure Mobility client,4.10.08025,,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Authentication Manager,11.0.7000.9830,,Citrix Workspace Suite,11.0.7000,Not Researched,Information not available for individual software or unlisted suites.
Citrix Receiver 4.9 LTSR ,14.9.7000.11,,Citrix Workspace Suite,14.9.7000,Not Researched,Information not available for individual software or unlisted suites.
Citrix Receiver Inside,4.9.7000.5,,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Receiver(Aero),14.9.7000.11,,Citrix Workspace Suite,14.9.7000,Not Researched,Information not available for individual software or unlisted suites.
Citrix Receiver(DV),14.9.7000.11,,Citrix Workspace Suite,14.9.7000,Not Researched,Information not available for individual software or unlisted suites.
Citrix Receiver(USB),14.9.7000.11,,Citrix Workspace Suite,14.9.7000,Not Researched,Information not available for individual software or unlisted suites.
Converter,2.2.0.67,,,,Not Researched,Information not available for individual software or unlisted suites.
DIEE (All Users),3.0.1,,,,Not Researched,Information not available for individual software or unlisted suites.
GeoBridge Tiros Data,7.1.0.895,,,,Not Researched,Information not available for individual software or unlisted suites.
Google Chrome,124.0.6367.119,,,,Not Researched,Information not available for individual software or unlisted suites.
Google Chrome,135.0.7049.115,,,,Not Researched,Information not available for individual software or unlisted suites.
Google Update Helper,1.3.36.51,,,,Not Researched,Information not available for individual software or unlisted suites.
Hotfix for Microsoft Visual C++ 2010 x64 Redistributable ,KB2565063,,,,Not Researched,Information not available for individual software or unlisted suites.
IMEA 12.1.1 CUI Weapons DB,12.1.1.0,,,,Not Researched,Information not available for individual software or unlisted suites.
IMEA Classification ,1.0.0.0,,,,Not Researched,Information not available for individual software or unlisted suites.
InstallRoot SIPR ,5.2,,,,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 281,8.0.2810.9,,Java,8.0.2810.9,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 371,8.0.3710.11,,Java,8.0.3710.11,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 371 (64-bit),8.0.3710.11,,Java,8.0.3710.11,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 411,8.0.4110.9,,Java,8.0.4110.9,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 411 (64-bit),8.0.4110.9,,Java,8.0.4110.9,Not Researched,Information not available for individual software or unlisted suites.
Java Auto Update,2.8.281.9,,,,Not Researched,Information not available for individual software or unlisted suites.
JDAM BLU-121 Plug-In v5.12.2.2.3 (32-bit, .NET 4.5, USA),5.12.2.3,,,,Not Researched,Information not available for individual software or unlisted suites.
JDAM MK-83 Plug-In v5.12.2.3 (32-bit, .NET 4.5, USA),5.12.2.3,,,,Not Researched,Information not available for individual software or unlisted suites.
JSIL Model Data Resources ,19.2.0.47,,,,Not Researched,Information not available for individual software or unlisted suites.
JSIL Model Data Resources Extensions,19.2.0.47,,,,Not Researched,Information not available for individual software or unlisted suites.
JWS 2.4,2.4.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Lincense MAX Validation,5.2.2.138,,,,Not Researched,Information not available for individual software or unlisted suites.
Link 16 Bridge,1.4.0.736,,,,Not Researched,Information not available for individual software or unlisted suites.
LJDAM MK-82 Plug-In v5.12.2.2.3 (32-bit, .NET 4.5, USA),5.12.2.3,,,,Not Researched,Information not available for individual software or unlisted suites.
LJDAM MK-84 Plug-In v5.12.2.2.3 (32-bit, .NET 4.5, USA),5.12.2.3,,,,Not Researched,Information not available for individual software or unlisted suites.
Madrat,18.2.0.107,,,,Not Researched,Information not available for individual software or unlisted suites.
MariaDB 10.2 (x64),10.2.29.0,,,,Not Researched,Information not available for individual software or unlisted suites.
MATLAB Runtime 9.1,9.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET 8.0 Templates 8.0.408 (x86),32.11.59749,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.15 (x86),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.15 (x86_arm64),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.15 (x86_x64),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.8 (x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.8 (x86_arm64),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET AppHost Pack -8.0.8 (x86_x64),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Core Host - 3.1.32 (x86),24.192.31915,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Core Runtime - 3.1.32 (x86),24.192.31915,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host -8.0.8 (x64),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host -8.0.8 (x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host FX Resolver - 6.0.5 (x64),48.23.40665,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host FX Resolver - 8.0.15 (x86),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host FX Resolver - 8.0.7 (x64),64.28.16731,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host FX Resolver - 8.0.8 (x64),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host FX Resolver - 8.0.8 (x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 6.0.5 (x64),48.23.40665,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.15 (x86),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.7 (x64),8.0.7.33813,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.7(x86),64.28.16731,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.7(x86),8.0.7.33813,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.8(x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET SDK 8.0.400 (x86),8.4.24.37502,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Toolset 8.0.408 (x86),32.11.26981,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.15 - Shared Framework (x64),8.0.15.25165,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.15 - Shared Framework (x86),8.0.15.25165,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.15 Targeting Pack (x86),8.0.15.25165,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.7 - Shared Framework (x86),8.0.7.24314,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.8 Hosting Bundle Options,8.0.8.24369,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.8 Shared Framework (x64),8.0.8.24369,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.8 Shared Framework (x86),8.0.8.24369,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft ASP .NET Core 8.0.8 Targeting Pack (x86),8.0.8.24369,,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visio Professional 2016,16.0.4266.1001,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsfot Visual C++ 2013 Redistributable (x64),12.0.21005.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsfot Visual C++ 2015-2019 Redistributable (x64),14.24.28127.4,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsfot Visual C++ 2015-2019 Redistributable (x64),14.26.28720.3,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsfot Visual C++ 2017 Redistributable (x86),14.3.26020.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 x64 Additional Runtime,14.16.27033,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 x64 Minimum Runtime,14.16.27033,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 x86 Additional Runtime ,14.13.26020,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 x86 Minimum Runtime ,14.13.26020,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 x64 Additional Runtime ,14.24.28127,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 x64 Minimum Runtime ,14.24.28127,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Windows Desktop Runtime - 3.1.32 (x86),24.192.31915,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Windows Desktop Runtime - 3.1.32 (x86),3.1.32.31915,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Windows Desktop Runtime - 6.0.5 (x64),6.0.5.312.125,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Windows Desktop Runtime - 8.0.15 (86),64.60.31203,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Desktop Targeting Pack - 8.0.15 (x86),64.60.31203,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Desktop Targeting Pack - 8.0.8 (x86),64.32.18376,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Workload.Emscripten.Current.Manifest (x86),64.32.18242,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest(x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest(x86),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest(x86),64.32.18380,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest(x86),64.60.31149,,,,Not Researched,Information not available for individual software or unlisted suites.
mIRC,7.64,,,,Not Researched,Information not available for individual software or unlisted suites.
MMT,2.2.0.86,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Aircraft Player,30.2.0.295,,MUSE Suite,30,Not Researched,Information not available for individual software or unlisted suites.
MUSE Builder,30.2.175,,MUSE Suite,30,Not Researched,Information not available for individual software or unlisted suites.
MUSE DIS Viewer Module ,1.5.0.63,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE FMV Payload Player,30.2.0.222,,MUSE Suite,30,Not Researched,Information not available for individual software or unlisted suites.
MUSE HUD Player,30.2.0.198,,MUSE Suite,30,Not Researched,Information not available for individual software or unlisted suites.
MUSSE NIC Configuration Utility,1.1.0.30,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE SAR MTI Payload,4.1.0.1220,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Service,3.4.0.193,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Visual Player,3.4.0.704,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Weapon Payload Player,30.2.0.177,,MUSE Suite,30,Not Researched,Information not available for individual software or unlisted suites.
Online Plug-in,14.9.700.11,,,,Not Researched,Information not available for individual software or unlisted suites.
Python 3.9.13 Documenntation (64-bit),3.9.13150.0,,Python,3.9,Not Researched,Information not available for individual software or unlisted suites.
Python 3.9.13 pip Bootstrap (64-bit),3.9.13150.0,,Python,3.9,Not Researched,Information not available for individual software or unlisted suites.
Python 3.9.13 Test Suite (64-bit),3.9.13150.0,,Python,3.9,Not Researched,Information not available for individual software or unlisted suites.
Python 3.9.13 Utility Scripts (64-bit),3.9.13150.0,,Python,3.9,Not Researched,Information not available for individual software or unlisted suites.
Python Launcher ,3.9.7806.0,,,,Not Researched,Information not available for individual software or unlisted suites.
SEAGUL ,3.2,,,,Not Researched,Information not available for individual software or unlisted suites.
Self-service Plug-in,4.9.7000.8,,,,Not Researched,Information not available for individual software or unlisted suites.
Tactical Receive Segment (TRS) ,7.1.11.24213,,,,Not Researched,Information not available for individual software or unlisted suites.
UnrealIRCd,5.0.8,,,,Not Researched,Information not available for individual software or unlisted suites.
Vidyo Desktop ,3.6.20,,,,Not Researched,Information not available for individual software or unlisted suites.
ViPRS,5.2.0.426,,,,Not Researched,Information not available for individual software or unlisted suites.
WAVE Advanced Desktop Communicator,5.19.0.133,,,,Not Researched,Information not available for individual software or unlisted suites.
WAVE Desktop Communicator R2,5.19.0.133,,,,Not Researched,Information not available for individual software or unlisted suites.
Weapon Plug-In Interfaces,5.12.2.1,,,,Not Researched,Information not available for individual software or unlisted suites.
WinPcap 4.1.3,4.1.50005.3,,,,Not Researched,Information not available for individual software or unlisted suites.
WinTAK,4.10.0.169,,,,Not Researched,Information not available for individual software or unlisted suites.
Keycloak,19.0.2,Open Source,,,Not Researched,Information not available for individual software or unlisted suites.
STIG Manager,1.5.9,Open Source,,,Not Researched,Information not available for individual software or unlisted suites.
NGINX,1.23.1,F5 Networks,,,Not Researched,Information not available for individual software or unlisted suites.
MYSQL,8.0.31,Oracle,,,Not Researched,Information not available for individual software or unlisted suites.
